"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","kingdom","phylum","class","order"
"EC:2.5.1.66","EC:2.5.1.66",1,0,1,0,1.66135773237349e-05,"M118",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.66"
"EC:2.6.1.78","EC:2.6.1.78",1,0,1,2.03426424215912e-18,9.93434449016486e-07,"M112",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.78"
"EC:2.6.1.79","EC:2.6.1.79",1,0,1,0,9.93434449016486e-07,"M112",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.79"
"EC:2.7.1.37","EC:2.7.1.37",3,0,0.355382468095922,0,7.61551520197684e-07,"M41",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.37"
"EC:3.1.3.78","EC:3.1.3.78",1,0,1,0,1.69033308291284e-06,"M113",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.78"
"EC:3.4.23.49","EC:3.4.23.49",1,0,1.04567135806414,0,7.0025689982878e-06,"M198",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aspartic endopeptidases.","o__EC:3.4.23.49"
"EC:3.7.1.21","EC:3.7.1.21",2,0,0.5,0,3.20354991439956e-05,"M59",NA,NA,NA,"k__Hydrolases.","p__Acting on carbon-carbon bonds.","c__In ketonic substances.","o__EC:3.7.1.21"
"EC:4.1.1.29","EC:4.1.1.29",3,0,0.335281998116643,0,1.51588239126344e-05,"M38",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.29"
"EC:4.1.99.11","EC:4.1.99.11",1,0,1.01134805180314,0,4.00489658160353e-05,"M88",NA,NA,NA,"k__Lyases.","p__Carbon-carbon lyases.","c__Other carbon-carbon lyases.","o__EC:4.1.99.11"
"EC:4.2.1.100","EC:4.2.1.100",2,0,0.5,0,3.20354991439956e-05,"M59",NA,NA,NA,"k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.100"
"EC:4.2.1.138","EC:4.2.1.138",1,0,1,0,2.24771522404289e-05,"M111",NA,NA,NA,"k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.138"
"EC:4.2.3.89","EC:4.2.3.89",1,0,1,0,2.24771522404289e-05,"M111",NA,NA,NA,"k__Lyases.","p__Carbon-oxygen lyases.","c__Acting on phosphates.","o__EC:4.2.3.89"
"EC:5.3.99.2","EC:5.3.99.2",2,0,0.266134791178685,0,3.02474129992367e-05,"M42",-0.866025403784439,0,"Peripheral nodes","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Other intramolecular oxidoreductases.","o__EC:5.3.99.2"
"EC:1.1.1.307","EC:1.1.1.307",3,0,0.333333333333333,0,1.32675606165068e-07,"M36",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.307"
"EC:1.1.1.329","EC:1.1.1.329",5,0,0.200001680153006,0,6.03951771024375e-08,"M21",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.329"
"EC:1.1.1.340","EC:1.1.1.340",5,0,0.2,0,1.93424349102091e-08,"M20",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.340"
"EC:1.1.3.43","EC:1.1.3.43",5,0,0.200001680153006,0,6.03951771024375e-08,"M21",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With oxygen as acceptor.","o__EC:1.1.3.43"
"EC:1.1.3.44","EC:1.1.3.44",5,0,0.200001680153006,0,6.03951771024375e-08,"M21",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With oxygen as acceptor.","o__EC:1.1.3.44"
"EC:1.13.11.61","EC:1.13.11.61",3,0,0.333333333333333,0,8.48738609778742e-08,"M34",NA,NA,NA,"k__Oxidoreductases.","p__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","c__With incorporation of two atoms of oxygen.","o__EC:1.13.11.61"
"EC:1.14.11.35","EC:1.14.11.35",5,0,0.2,0,1.93424349102091e-08,"M20",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.","o__EC:1.14.11.35"
"EC:1.14.11.36","EC:1.14.11.36",5,0,0.2,0,1.93424349102091e-08,"M20",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.","o__EC:1.14.11.36"
"EC:1.14.13.170","EC:1.14.13.170",5,0,0.2,0,1.93424349102091e-08,"M20",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With NADH or NADPH as one donor, and incorporation of one atom of oxygen.","o__EC:1.14.13.170"
"EC:1.14.13.171","EC:1.14.13.171",5,0,0.2,0,1.93424349102091e-08,"M20",NA,NA,NA,"k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With NADH or NADPH as one donor, and incorporation of one atom of oxygen.","o__EC:1.14.13.171"
"EC:1.3.1.19","EC:1.3.1.19",1,0,1,0,6.20025111969892e-08,"M110",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.19"
"EC:1.3.8.2","EC:1.3.8.2",2,0,0.5,4.06852848431824e-18,1.32985205660783e-06,"M58",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a flavin as acceptor.","o__EC:1.3.8.2"
"EC:1.4.3.2","EC:1.4.3.2",3,0,0.333333333333333,0,8.48738609778742e-08,"M34",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With oxygen as acceptor.","o__EC:1.4.3.2"
"EC:1.5.98.1","EC:1.5.98.1",1,0,1.00000706646362,4.06852848431824e-18,5.44862353980502e-07,"M100",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With other, known, acceptors.","o__EC:1.5.98.1"
"EC:1.5.99.12","EC:1.5.99.12",3,0,0.333333333333333,0,8.48738609778742e-08,"M34",NA,NA,NA,"k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With other acceptors.","o__EC:1.5.99.12"
"EC:2.1.1.248","EC:2.1.1.248",1,0,1.00000350685239,0,5.2299091128644e-07,"M101",NA,NA,NA,"k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.248"
"EC:2.2.1.11","EC:2.2.1.11",1,0,1.00000350685239,0,1.69643087201036e-07,"M101",NA,NA,NA,"k__Transferases.","p__Transferring aldehyde or ketonic groups.","c__Transketolases and transaldolases.","o__EC:2.2.1.11"
"EC:2.4.1.22","EC:2.4.1.22",2,0,0.5,0,1.38054047449443e-07,"M62",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.22"
"EC:2.4.1.38","EC:2.4.1.38",2,0,0.5,0,1.38054047449443e-07,"M62",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.38"
"EC:2.4.1.90","EC:2.4.1.90",2,0,0.5,0,1.38054047449443e-07,"M62",NA,NA,NA,"k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.90"
"EC:2.5.1.73","EC:2.5.1.73",1,0,1.00000706646362,0,9.39832888747051e-07,"M100",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.73"
"EC:2.5.1.96","EC:2.5.1.96",2,0,0.5,0,1.32985205660783e-06,"M58",NA,NA,NA,"k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.96"
"EC:2.6.1.93","EC:2.6.1.93",5,0,0.200001680153006,0,1.71947942732997e-07,"M21",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.93"
"EC:2.6.1.94","EC:2.6.1.94",5,0,0.200001680153006,0,1.71947942732997e-07,"M21",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.94"
"EC:2.6.1.95","EC:2.6.1.95",5,0,0.200001680153006,0,1.71947942732997e-07,"M21",NA,NA,NA,"k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.95"
"EC:2.7.1.157","EC:2.7.1.157",3,0,0.333333333333333,0,1.32675606165068e-07,"M36",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.157"
"EC:2.7.1.65","EC:2.7.1.65",5,0,0.2,0,2.32109218922509e-08,"M20",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.65"
"EC:2.8.2.2","EC:2.8.2.2",1,0,1.04567135806414,0,5.99023821317738e-06,"M198",NA,NA,NA,"k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfotransferases.","o__EC:2.8.2.2"
"EC:2.8.3.17","EC:2.8.3.17",2,0,0.5,0,9.64635858568926e-07,"M57",NA,NA,NA,"k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.17"
"EC:3.1.1.2","EC:3.1.1.2",1,0,1,0,4.88257449066346e-07,"M109",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.2"
"EC:3.1.8.1","EC:3.1.8.1",1,0,1,0,4.88257449066346e-07,"M109",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric triester hydrolases.","o__EC:3.1.8.1"
"EC:3.3.2.2","EC:3.3.2.2",1,0,1,0,1.71780220394466e-07,"M108",NA,NA,NA,"k__Hydrolases.","p__Acting on ether bonds.","c__Ether hydrolases.","o__EC:3.3.2.2"
"EC:3.3.2.5","EC:3.3.2.5",1,0,1,0,1.71780220394466e-07,"M108",NA,NA,NA,"k__Hydrolases.","p__Acting on ether bonds.","c__Ether hydrolases.","o__EC:3.3.2.5"
"EC:3.4.21.10","EC:3.4.21.10",3,0,0.333333333333333,0,8.48738609778742e-08,"M34",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Serine endopeptidases.","o__EC:3.4.21.10"
"EC:3.4.22.15","EC:3.4.22.15",3,0,0.333333333333333,0,1.32675606165068e-07,"M36",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Cysteine endopeptidases.","o__EC:3.4.22.15"
