"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","kingdom","phylum","class","order"
"EC:2.7.7.42","EC:2.7.7.42",3,2,0.220702244844068,0,0.0651765707840489,"M31",1.09544511501033,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.42"
"EC:2.7.7.61","EC:2.7.7.61",1,0,1.04156558209156,0,0.000205748049685116,"M201",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.61"
"EC:2.7.7.62","EC:2.7.7.62",1,0,1.00011667044527,0,0.0707034672589176,"M98",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.62"
"EC:2.7.7.65","EC:2.7.7.65",1,0,0.363485945475989,0,0.0234005595057304,"M76",-0.577350269189626,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.65"
"EC:2.7.7.66","EC:2.7.7.66",2,0,0.522517568711157,0,0.00140470252383243,"M55",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.66"
"EC:2.7.7.68","EC:2.7.7.68",1,0,1.04710461621616,0,0.0631966910038938,"M197",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.68"
"EC:2.7.7.70","EC:2.7.7.70",3,0,0.00415428005339938,0,0.0315254039275566,"M2",-0.802447242487221,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.70"
"EC:2.7.7.75","EC:2.7.7.75",1,0,0.00355796319695172,0,0.00812446992240505,"M2",-1.07747254468458,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.75"
"EC:2.7.7.8","EC:2.7.7.8",23,0,0.0329132286037994,0,0.136246021719679,"M6",0.972403832354654,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.8"
"EC:2.7.7.85","EC:2.7.7.85",15,2,0.00473462742257414,0,0.0997152879440137,"M2",0.847704570696912,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.85"
"EC:2.7.7.87","EC:2.7.7.87",3,0,0.00684365516448577,0,0.107269991655505,"M4",-0.493535523219789,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.87"
"EC:2.7.8.11","EC:2.7.8.11",1,0,1.05647758579433,0,0.00560869526430941,"M187",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.11"
"EC:2.7.8.14","EC:2.7.8.14",3,8,0.154528652880016,4.06852848431824e-18,0.000467329473655223,"M26",1.63299316185545,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.14"
"EC:2.7.8.15","EC:2.7.8.15",4,0,0.13440202632543,0,2.30878414554143e-05,"M16",0.190982104223769,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.15"
"EC:2.7.8.20","EC:2.7.8.20",38,0,0.0134440757667397,0,0.00680776267127879,"M3",0.784472290413147,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.20"
"EC:2.7.8.28","EC:2.7.8.28",1,0,1.04710461621616,0,0.0725275595187733,"M197",NA,NA,NA,"k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.28"
"EC:2.7.8.33","EC:2.7.8.33",18,391,0.00530969652362977,0,0.092740223391288,"M2",1.26024252399295,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.33"
"EC:2.7.8.37","EC:2.7.8.37",4,1,0.13119625928855,0,0.051350427735342,"M18",0.705475621502659,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.37"
"EC:2.7.8.7","EC:2.7.8.7",2,0,0.00318400033239708,0,0.126415979537255,"M2",-0.939959893585898,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.7"
"EC:2.7.8.8","EC:2.7.8.8",1,0,0.216735083625898,0,0.0761813558765527,"M50",-1.22474487139159,0,"Peripheral nodes","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.8"
"EC:2.8.1.1","EC:2.8.1.1",1,0,1.00171092795711,0,0.166634237465794,"M94",NA,NA,NA,"k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.1"
"EC:2.8.1.2","EC:2.8.1.2",1,0,1.00171092795711,0,0.165791049054165,"M94",NA,NA,NA,"k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.2"
"EC:2.8.3.10","EC:2.8.3.10",1,0,1.04156558209156,0,0.000237927313559768,"M201",NA,NA,NA,"k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.10"
"EC:2.8.3.12","EC:2.8.3.12",3,0,0.156961839582275,0,0.0580877633357097,"M27",-0.243975018237133,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.12"
"EC:2.8.3.13","EC:2.8.3.13",3,2,0.346333798831329,0,0.000532433883688806,"M49",1.22474487139159,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.13"
"EC:2.8.3.21","EC:2.8.3.21",1,0,1.04878353383836,0,6.58315143506173e-06,"M196",NA,NA,NA,"k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.21"
"EC:2.8.3.5","EC:2.8.3.5",2,10,0.0681636379663492,0,0.10657456402481,"M13",0,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.5"
"EC:2.8.3.6","EC:2.8.3.6",3,84,0.00603042092042061,0,0.0318399430722852,"M4",-0.493535523219789,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.6"
"EC:2.8.3.8","EC:2.8.3.8",20,0,0.0101663821029976,0,0.0130643305023586,"M3",-0.494736880016654,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.8"
"EC:2.8.3.9","EC:2.8.3.9",20,34,0.010168028436521,0,0.0130583863760859,"M3",-0.494736880016654,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.9"
"EC:2.8.4.2","EC:2.8.4.2",13,6,0.0208822480734795,0,0.00552410330294087,"M5",1.12738810663341,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__Transferring alkylthio groups.","o__EC:2.8.4.2"
"EC:2.8.4.3","EC:2.8.4.3",22,1,0.0320014292738652,0,0.13626539148166,"M6",0.8348921792944,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__Transferring alkylthio groups.","o__EC:2.8.4.3"
"EC:2.8.4.4","EC:2.8.4.4",5,3,0.216373961359426,0,0.0607930381691685,"M19",0.912870929175277,0,"Peripheral nodes","k__Transferases.","p__Transferring sulfur-containing groups.","c__Transferring alkylthio groups.","o__EC:2.8.4.4"
"EC:3.1.1.1","EC:3.1.1.1",2,0,0.273829209531601,4.06852848431824e-18,0.0443606499451281,"M48",0,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.1"
"EC:3.1.1.11","EC:3.1.1.11",5,18,0.0168232705164168,0,0.00720929665133847,"M5",-0.464218632143169,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.11"
"EC:3.1.1.22","EC:3.1.1.22",3,0,0.0181659061392876,0,0.00230873728611783,"M7",-0.665362559631539,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.22"
"EC:3.1.1.27","EC:3.1.1.27",3,0,0.344137538163236,0,1.60373658104893e-05,"M40",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.27"
"EC:3.1.1.29","EC:3.1.1.29",5,0,0.0200729949728594,0,0.136974325146556,"M6",-1.50280592272992,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.29"
"EC:3.1.1.32","EC:3.1.1.32",2,0,0.0167259440133385,0,0.00225462413086833,"M7",-1.03861472722972,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.32"
"EC:3.1.1.4","EC:3.1.1.4",2,0,0.0167259440133385,0,0.00225462413086833,"M7",-1.03861472722972,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.4"
"EC:3.1.1.57","EC:3.1.1.57",1,0,1.0309863242357,0,0.000503237629087672,"M209",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.57"
"EC:3.1.1.74","EC:3.1.1.74",5,0,0.118727447993333,0,0.00945799486413261,"M14",0.25,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.74"
"EC:3.1.1.75","EC:3.1.1.75",11,184,0.00405192423469772,1.62741139372729e-17,0.0232025383299289,"M2",0.297653966302201,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.75"
"EC:3.1.1.83","EC:3.1.1.83",1,0,1.03685131994243,0,0.000424249125177714,"M204",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.83"
"EC:3.1.1.85","EC:3.1.1.85",4,0,0.0201627117459423,0,0.00551448820314389,"M7",-0.292110392033358,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.85"
"EC:3.1.1.95","EC:3.1.1.95",1,0,1.03685131994243,0,0.000429316727416,"M204",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.95"
"EC:3.1.1.96","EC:3.1.1.96",13,2,0.0800188062659318,0,3.21264496802434e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.96"
"EC:3.1.11.1","EC:3.1.11.1",6,52,0.0240324075620472,0,0.00355726728545021,"M7",0.454393943163002,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Exodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.11.1"
"EC:3.1.13.1","EC:3.1.13.1",1,0,0.0161502110270466,0,0.00350668140432726,"M7",-1.4118668948279,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Exoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.13.1"
"EC:3.1.13.3","EC:3.1.13.3",3,2,0.220373791439815,0,0.0810410002871826,"M31",1.09544511501033,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Exoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.13.3"
"EC:3.1.2.25","EC:3.1.2.25",1,0,1,2.03426424215912e-18,1.75138461097742e-05,"M117",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Thiolester hydrolases.","o__EC:3.1.2.25"
"EC:3.1.2.29","EC:3.1.2.29",1,0,0.0670550312895908,0,0.00152680690249915,"M17",-1.76368905375665,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Thiolester hydrolases.","o__EC:3.1.2.29"
"EC:3.1.2.4","EC:3.1.2.4",2,0,0.258911450604265,0,0.000258252186264427,"M49",0,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Thiolester hydrolases.","o__EC:3.1.2.4"
"EC:3.1.26.3","EC:3.1.26.3",2,0,0.521725664276292,0,0.134531093273673,"M81",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Endoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.26.3"
"EC:3.1.26.4","EC:3.1.26.4",1,0,1.10556522101724,0,0.275049830941864,"M163",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Endoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.26.4"
"EC:3.1.26.8","EC:3.1.26.8",36,0,0.0141266568950807,0,0.00760477218507916,"M3",0.642337938143169,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Endoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.26.8"
"EC:3.1.27.1","EC:3.1.27.1",3,3,0.364636962381117,0,0.0139600272549419,"M47",1.5,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Endoribonucleases producing other than 5'-phosphomonoesters.","o__EC:3.1.27.1"
"EC:3.1.27.9","EC:3.1.27.9",13,0,0.0786766581667009,0,5.40638812441745e-05,"M10",0.467426352442804,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Endoribonucleases producing other than 5'-phosphomonoesters.","o__EC:3.1.27.9"
"EC:3.1.3.1","EC:3.1.3.1",2,0,0.0606487480338206,0,0.110829569620248,"M13",0,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.1"
"EC:3.1.3.10","EC:3.1.3.10",5,0,0.0362004670913229,0,2.57015430420445e-05,"M9",-0.313153083261981,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.10"
"EC:3.1.3.12","EC:3.1.3.12",1,0,1.02864327408502,0,0.0838951280978479,"M213",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.12"
"EC:3.1.3.15","EC:3.1.3.15",4,0,0.00418820190471669,0,0.0903305415735492,"M2",-0.664934591388543,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.15"
"EC:3.1.3.37","EC:3.1.3.37",4,118,0.00321643204941088,1.62741139372729e-17,0.0216401302738358,"M2",-0.664934591388543,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.37"
"EC:3.1.3.4","EC:3.1.3.4",1,0,1.00182351532158,0,0.000178974254317261,"M93",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.4"
"EC:3.1.3.41","EC:3.1.3.41",1,0,1.09645123463773,0,0.0116786357843046,"M170",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.41"
"EC:3.1.3.45","EC:3.1.3.45",16,803,0.00536582700202968,0,0.0261489212404892,"M2",0.98521722179559,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.45"
"EC:3.1.3.48","EC:3.1.3.48",1,0,1.108697068342,0,0.168729376813884,"M103",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.48"
"EC:3.1.3.6","EC:3.1.3.6",6,93.5,0.00818815850082666,0,0.0204474314888367,"M3",-1.4896773459065,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.6"
"EC:3.1.3.70","EC:3.1.3.70",1,0,1.07151277969453,0,0.00324485544405486,"M179",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.70"
"EC:3.1.3.81","EC:3.1.3.81",1,0,1.00182351532158,0,0.000178579787377133,"M93",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.81"
"EC:3.1.3.82","EC:3.1.3.82",4,5,0.00424394756893772,8.13705696863647e-18,0.0450757446156914,"M2",-0.664934591388543,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.82"
"EC:3.1.3.83","EC:3.1.3.83",4,5,0.00424394756893772,0,0.0450757446156914,"M2",-0.664934591388543,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.83"
"EC:3.1.3.87","EC:3.1.3.87",36,10,0.0145868886269482,0,0.00675321927749607,"M3",0.642337938143169,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.87"
"EC:3.1.3.92","EC:3.1.3.92",1,0,1.0405700285256,0,0.000148508733451319,"M203",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.92"
"EC:3.1.4.14","EC:3.1.4.14",6,2,0.0367476188225788,0,2.49667405242778e-05,"M9",0.187891849957189,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric diester hydrolases.","o__EC:3.1.4.14"
"EC:3.1.4.16","EC:3.1.4.16",6,93.5,0.00818815850082666,0,0.0204474314888367,"M3",-1.4896773459065,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric diester hydrolases.","o__EC:3.1.4.16"
"EC:3.1.4.55","EC:3.1.4.55",2,0,0.00412223773494901,0,0.0306460997623042,"M2",-0.939959893585898,0,"Peripheral nodes","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric diester hydrolases.","o__EC:3.1.4.55"
"EC:3.1.6.8","EC:3.1.6.8",1,0,1.0291401854637,0,0.00119884750460798,"M212",NA,NA,NA,"k__Hydrolases.","p__Acting on ester bonds.","c__Sulfuric ester hydrolases.","o__EC:3.1.6.8"
"EC:3.2.1.10","EC:3.2.1.10",2,0,0.272072850886405,0,0.0163202144825333,"M48",0,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.10"
"EC:3.2.1.141","EC:3.2.1.141",3,43,0.00454868776950385,0,0.0473656913662753,"M4",-0.493535523219789,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.141"
"EC:3.2.1.41","EC:3.2.1.41",37,0,0.013251297277145,6.50964557490918e-17,0.0064922082271132,"M3",0.713405114278158,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.41"
"EC:3.2.1.64","EC:3.2.1.64",15,23,0.0213060475178467,3.25482278745459e-17,0.0110778480890526,"M5",1.52528979132755,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.64"
"EC:3.2.1.65","EC:3.2.1.65",15,6,0.0211688967833345,0,0.0102671036235453,"M5",1.52528979132755,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.65"
"EC:3.2.1.68","EC:3.2.1.68",1,0,1.03379330436616,0,3.07323423048891e-05,"M206",NA,NA,NA,"k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.68"
"EC:3.2.1.70","EC:3.2.1.70",1,0,0.0832892756586381,0,0.000252523839137952,"M26",-0.816496580927726,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.70"
"EC:3.2.1.78","EC:3.2.1.78",1,0,0.121286693847297,0,0.00907050489366452,"M30",-1.41421356237309,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.78"
"EC:3.2.1.8","EC:3.2.1.8",2,3,0.181756719145397,0,0.0283768296203737,"M30",0,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.8"
"EC:3.2.1.80","EC:3.2.1.80",6,20,0.0169582811584689,0,0.00695035321111447,"M5",-0.265267789796096,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.80"
"EC:3.2.1.91","EC:3.2.1.91",3,4,0.21791599705263,0,0.00494125932280453,"M30",1.41421356237309,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.91"
"EC:3.2.1.93","EC:3.2.1.93",38,4,0.0134236244708492,1.30192911498184e-16,0.00662098708563427,"M3",0.784472290413147,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.93"
"EC:3.2.1.99","EC:3.2.1.99",2,0,0.0120035897959016,0,0.00795188000697818,"M5",-1.06107115918439,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.99"
"EC:3.2.2.23","EC:3.2.2.23",1,0,0.0990998650242742,0,0.193066323522451,"M28",-0.790569415042095,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Hydrolyzing N-glycosyl compounds.","o__EC:3.2.2.23"
"EC:3.2.2.30","EC:3.2.2.30",1,0,0.0985365259516518,0,0.000234389432312925,"M26",-0.816496580927726,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Hydrolyzing N-glycosyl compounds.","o__EC:3.2.2.30"
"EC:3.2.2.4","EC:3.2.2.4",2,77,0.00309876879177073,0,0.018807954055253,"M2",-0.939959893585898,0,"Peripheral nodes","k__Hydrolases.","p__Glycosylases.","c__Hydrolyzing N-glycosyl compounds.","o__EC:3.2.2.4"
"EC:3.3.2.1","EC:3.3.2.1",1,0,1.04920584292833,0,0.00524595676113491,"M195",NA,NA,NA,"k__Hydrolases.","p__Acting on ether bonds.","c__Ether hydrolases.","o__EC:3.3.2.1"
"EC:3.3.2.12","EC:3.3.2.12",1,0,1,0,0.0150998875776673,"M160",NA,NA,NA,"k__Hydrolases.","p__Acting on ether bonds.","c__Ether hydrolases.","o__EC:3.3.2.12"
"EC:3.4.11.10","EC:3.4.11.10",33,11,0.0129915471440559,0,0.00524924016841513,"M3",0.429136409738203,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.10"
"EC:3.4.11.15","EC:3.4.11.15",1,0,1.07703790490232,0,0.00114138812178486,"M176",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.15"
"EC:3.4.11.2","EC:3.4.11.2",3,0,0.0117663787766839,0,0.0812620870751725,"M5",-0.862120316837313,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.2"
"EC:3.4.11.23","EC:3.4.11.23",7,24,0.041697675205439,0,4.54547072849557e-05,"M9",0.688936783176359,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.23"
"EC:3.4.11.4","EC:3.4.11.4",1,0,0.00621418372830514,0,0.0337622371059755,"M3",-1.84501322658144,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.4"
"EC:3.4.11.6","EC:3.4.11.6",34,0,0.0130686059419299,6.50964557490918e-17,0.0048766078440378,"M3",0.500203585873192,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.6"
"EC:3.4.14.4","EC:3.4.14.4",2,0,0.521810005628307,0,0.00336687360341694,"M82",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Dipeptidyl-peptidases and tripeptidyl-peptidases.","o__EC:3.4.14.4"
"EC:3.4.15.5","EC:3.4.15.5",1,0,1.10750941285174,0,0.032666829108978,"M145",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Peptidyl-dipeptidases.","o__EC:3.4.15.5"
"EC:3.4.17.21","EC:3.4.17.21",7,218,0.00373179915593001,0,0.0100443631633327,"M2",-0.25239663809251,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Metallocarboxypeptidases.","o__EC:3.4.17.21"
"EC:3.4.19.11","EC:3.4.19.11",38,1,0.0134349384846846,0,0.0113811027937536,"M3",0.784472290413147,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Omega peptidases.","o__EC:3.4.19.11"
"EC:3.4.19.13","EC:3.4.19.13",1,0,1,0,0.193330413262012,"M157",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Omega peptidases.","o__EC:3.4.19.13"
"EC:3.4.19.3","EC:3.4.19.3",1,0,1.10854440221147,2.03426424215912e-18,0.0180759547215918,"M114",NA,NA,NA,"k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Omega peptidases.","o__EC:3.4.19.3"
"EC:3.4.21.116","EC:3.4.21.116",35,2,0.0139453040461894,0,0.00763452954303624,"M3",0.57127076200818,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Serine endopeptidases.","o__EC:3.4.21.116"
"EC:3.4.21.83","EC:3.4.21.83",2,0,0.183423675527723,0,0.0510919916996341,"M31",-0.730296743340221,0,"Peripheral nodes","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Serine endopeptidases.","o__EC:3.4.21.83"
