"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","ta1","ta2","ta3"
"EC:1.2.1.71","EC:1.2.1.71",30,3482,0.000300165424305767,2.25008509631947e-16,0.00630239884886711,"M2",-0.57311420709891,0.18,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.72","EC:1.2.1.72",6,0,0.000170565206812571,9.8612730396003e-17,0.000725577610300553,"M8",0.0800783371354294,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.75","EC:1.2.1.75",2,0,0.500532099934471,5.01493549559533e-17,8.21840710096813e-05,"M62",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.77","EC:1.2.1.77",1,0,0.229537857470266,1.55657946380562e-17,0.000213975429847181,"M55",-0.866025403784439,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.78","EC:1.2.1.78",4,0,0.308452523884756,7.6607890854029e-17,0.000161029753904048,"M37",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.79","EC:1.2.1.79",12,783.666666666662,0.000255963280860976,1.47127899241304e-16,0.144080096721652,"M1",-0.77354677123726,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.8","EC:1.2.1.8",78,1691,0.000323794297329088,1.68230661407063e-17,0.0920509193585275,"M2",0.560353923219238,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.80","EC:1.2.1.80",11,0,0.0874896975285604,1.98883233690956e-16,0.000118489098276713,"M12",0.611938795299837,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.85","EC:1.2.1.85",4,0,0.264309602934798,7.55797180004087e-17,0.00861466855600237,"M35",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.87","EC:1.2.1.87",1,0,0.216082397253168,1.90870568885569e-17,0.000274224007682962,"M55",-0.866025403784439,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.88","EC:1.2.1.88",45,2712,0.000323720886159539,2.30791438617815e-16,0.140640497727163,"M1",0.0830006516860941,0.292345679012346,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.1.91","EC:1.2.1.91",86,2190,0.000345211165755343,8.41153307035317e-18,0.0206599296076693,"M1",0.665452899273975,0.475662520281233,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.2.3.3","EC:1.2.3.3",2,0,0.000189118424429137,2.11479412984612e-17,0.00115465966357663,"M1",-1.1161657404066,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With oxygen as acceptor."
"EC:1.2.4.1","EC:1.2.4.1",2,20,0.0230251242632417,3.23809984646416e-17,0.186185963607278,"M10",-1.18759320576434,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With a disulfide as acceptor."
"EC:1.2.4.2","EC:1.2.4.2",11,506,0.000261379247828364,1.22722953194411e-16,0.14751372765461,"M1",-0.807808668154194,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With a disulfide as acceptor."
"EC:1.2.4.4","EC:1.2.4.4",3,184,0.000222872704670474,4.58239621415676e-17,0.0795601591941226,"M1",-1.08190384348967,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With a disulfide as acceptor."
"EC:1.2.5.1","EC:1.2.5.1",5,741,0.000256913007070416,3.9675492900201e-17,0.0723910446520433,"M1",-1.0133800496558,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With a quinone or similar compound as acceptor."
"EC:1.2.7.1","EC:1.2.7.1",13,548,0.000275094569850385,9.46297470414732e-17,0.0307253611363047,"M2",-0.928712051904603,0.260355029585799,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With an iron-sulfur protein as acceptor."
"EC:1.2.7.11","EC:1.2.7.11",28,502.5,0.000312720217382194,1.21967229520121e-16,0.136196031441982,"M2",-0.595339072399266,0.13265306122449,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With an iron-sulfur protein as acceptor."
"EC:1.2.7.3","EC:1.2.7.3",28,502.5,0.000312720217382194,1.26172996055298e-16,0.136196031441982,"M2",-0.595339072399266,0.13265306122449,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With an iron-sulfur protein as acceptor."
"EC:1.2.7.4","EC:1.2.7.4",12,73,0.0415666845248338,1.7597504241715e-16,0.000480388758397364,"M10",1.47843235819642,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With an iron-sulfur protein as acceptor."
"EC:1.2.7.5","EC:1.2.7.5",31,5342,0.000216830729389486,3.84236202049649e-16,0.0181288490334588,"M4",1.30109808850476,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With an iron-sulfur protein as acceptor."
"EC:1.2.7.7","EC:1.2.7.7",4,0,0.00568704865663201,7.21405825512684e-17,0.000116091128496253,"M11",-0.276874433018745,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With an iron-sulfur protein as acceptor."
"EC:1.2.7.8","EC:1.2.7.8",19,1083,0.000260094934747315,1.68230661407063e-16,0.0331571659913105,"M2",-0.750913129501757,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With an iron-sulfur protein as acceptor."
"EC:1.2.98.1","EC:1.2.98.1",30,40,0.000288078572925511,0,0.00406397622072558,"M1",-0.156832626732445,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With other, known, acceptors."
"EC:1.2.99.2","EC:1.2.99.2",134,6014,0.000359963014123344,1.51407595266357e-16,0.143691528685509,"M2",1.67159718823703,0.0855424370683894,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With other acceptors."
"EC:1.2.99.5","EC:1.2.99.5",73,2229,0.000313966931408802,5.0469198422119e-17,0.00682063291330845,"M2",0.449229596717459,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the aldehyde or oxo group of donors.","t__With other acceptors."
"EC:1.20.1.1","EC:1.20.1.1",3,0,0.368372294875232,6.11034733702069e-17,4.91894171726289e-05,"M45",NA,NA,NA,"t__Oxidoreductases.","t__Acting on phosphorus or arsenic in donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.20.4.1","EC:1.20.4.1",13,2164,0.00027871331686007,9.88355135766498e-17,0.166976788327323,"M2",-0.928712051904603,0.272189349112426,"Peripheral nodes","t__Oxidoreductases.","t__Acting on phosphorus or arsenic in donors.","t__With disulfide as acceptor."
"EC:1.20.4.3","EC:1.20.4.3",108,1545,0.00031095166314861,4.44759811094924e-16,0.0410464748309721,"M1",2.51559533278842,0,"Module hubs","t__Oxidoreductases.","t__Acting on phosphorus or arsenic in donors.","t__With disulfide as acceptor."
"EC:1.21.4.1","EC:1.21.4.1",6,0,0.000247801370667453,9.21325731612121e-17,0.00213854331615835,"M13",0.409673245199351,0.444444444444444,"Peripheral nodes","t__Oxidoreductases.","t__Catalyzing the reaction X-H + Y-H = 'X-Y'.","t__With a disulfide as acceptor."
"EC:1.21.98.1","EC:1.21.98.1",92,1346,0.000306853070327847,1.34584529125651e-16,0.029182483494692,"M2",0.87150203742422,0,"Peripheral nodes","t__Oxidoreductases.","t__Catalyzing the reaction X-H + Y-H = 'X-Y'.","t__With other, known acceptors."
"EC:1.3.1.1","EC:1.3.1.1",36,720,0.000248112467618396,9.93612343935469e-17,0.0159856058225945,"M1",0.04873875476916,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.10","EC:1.3.1.10",20,1284,0.000300415467562861,7.20237519148991e-17,0.146831077896051,"M1",-0.670761080486458,0.375,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.101","EC:1.3.1.101",4,0.5,0.209114443641165,7.10853984576101e-17,0.000431710157750433,"M30",0.487950036474266,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.104","EC:1.3.1.104",74,76,0.000283721001866617,1.09875650731488e-16,0.0090385337459569,"M1",1.31642894069572,0.0266617969320672,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.106","EC:1.3.1.106",17,2182.5,0.000266803635686852,2.25632803102013e-16,0.0492537069876383,"M1",-0.705022977403392,0.290657439446367,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.12","EC:1.3.1.12",68,15392,0.000333443220479628,1.51407595266357e-16,0.181729982338348,"M2",0.315880404915324,0.0289792387543253,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.14","EC:1.3.1.14",105,6909,0.000354360237856701,2.69169058251302e-16,0.11027051470358,"M2",0.782602576222796,0.271383219954649,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.21","EC:1.3.1.21",4,0,0.109458946068777,6.56361513793046e-17,2.91491244939704e-05,"M19",-1.15470053837925,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.24","EC:1.3.1.24",11,2,0.0878726097462056,1.95042041376254e-16,0.000117065505432303,"M12",0.611938795299837,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.25","EC:1.3.1.25",4,0,0.000175224250206951,5.09217598479928e-17,0.000784630002516275,"M8",-0.480470022812576,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.28","EC:1.3.1.28",19,321,0.000275002295010781,1.46150387097386e-16,0.00414627668345123,"M2",-0.750913129501757,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.31","EC:1.3.1.31",6,0,0.0276813065175684,9.27429074335864e-17,0.000193138483264217,"M10",-0.121182980180035,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.32","EC:1.3.1.32",54,161,0.000309801953323266,6.62408229290313e-17,0.00822835428056845,"M1",0.596929105440107,0.0713305898491083,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.33","EC:1.3.1.33",6,0,0.0701523461472534,8.3484322568044e-17,0.000433988563001174,"M12",-1.11745345228666,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.34","EC:1.3.1.34",69,6593,0.000342169437266602,1.51407595266357e-16,0.0226619777964415,"M2",-0.239741227593572,0.476370510396975,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.43","EC:1.3.1.43",45,1799,0.000279549543190957,3.78518988165893e-16,0.0244923472800576,"M2",-0.173066631692505,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.44","EC:1.3.1.44",11,2684,0.000280328995874911,1.13818556858216e-16,0.00298782240482041,"M2",-0.973161782505315,0.314049586776859,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.45","EC:1.3.1.45",13,88,0.000267950753213492,1.00938396844238e-16,0.00592442102885971,"M2",-0.884262321303892,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.49","EC:1.3.1.49",4,0,0.30249661449576,7.59866244298426e-17,0.000165431171441427,"M37",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.54","EC:1.3.1.54",17,2182.5,0.000266803635686852,2.21082032280747e-16,0.0492537069876383,"M1",-0.705022977403392,0.290657439446367,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.58","EC:1.3.1.58",1,0,1.07068490553752,1.98646859766675e-17,0.000335751236929142,"M144",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.62","EC:1.3.1.62",1,0,1.22360114229971,1.69653260553446e-17,2.69677571835142e-07,"M129",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.70","EC:1.3.1.70",5,0,0.19696929342594,7.90451328650768e-17,8.07792657697548e-05,"M26",-1.4638501094228,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.74","EC:1.3.1.74",21,29,0.000215341886174249,2.36837228012132e-16,0.0205823274603268,"M4",0.455573627497788,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.75","EC:1.3.1.75",1,0,1.22824218343955,1.89883674454976e-17,0.000350767398799081,"M128",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.76","EC:1.3.1.76",55,1847,0.000300216864978435,2.18699859829183e-16,0.138224645809698,"M2",-0.0619423051907256,0.165289256198347,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.78","EC:1.3.1.78",11,0,0.0875596244660509,1.82435723489176e-16,0.000118734920694823,"M12",0.611938795299837,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.83","EC:1.3.1.83",5,1332,0.000113624149211731,7.85059447091899e-17,0.00212155504570236,"M9",-0.743704600374356,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.84","EC:1.3.1.84",2,0,0.501065333596816,4.62450176287872e-17,8.2251354851212e-05,"M62",NA,NA,NA,"t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.85","EC:1.3.1.85",7,2689,0.000290691559906307,2.23431347181256e-17,0.0293822683756023,"M70",-0.577350269189626,0.612244897959184,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.86","EC:1.3.1.86",25,1293,0.000267828691557978,2.69399061108694e-16,0.0330205873679808,"M1",-0.396665905150984,0.1472,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.87","EC:1.3.1.87",1,0,0.247495817478414,1.96196180680901e-17,0.000229944330944437,"M56",-1.22474487139159,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.9","EC:1.3.1.9",70,842,0.00031998238224557,9.56811886752674e-17,0.174924347731906,"M1",0.87102428077558,0.244897959183674,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.1.98","EC:1.3.1.98",7,2199,0.000271517077405332,1.05078448277303e-16,0.185277117011273,"M22",0,0.571428571428571,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With NAD(+) or NADP(+) as acceptor."
"EC:1.3.3.11","EC:1.3.3.11",13,15,0.000225629869830486,1.57847675273346e-16,0.0252331093528083,"M2",-0.884262321303892,0,"Peripheral nodes","t__Oxidoreductases.","t__Acting on the CH-CH group of donors.","t__With oxygen as acceptor."
