"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","z","p","taxa_roles","ta1","ta2","ta3"
"EC:3.6.3.54","EC:3.6.3.54",27,68,0.000303591546434025,1.03041280111826e-16,0.183270064241964,"M2",-0.57311420709891,0,"Peripheral nodes","t__Hydrolases.","t__Acting on acid anhydrides.","t__Acting on acid anhydrides; catalyzing transmembrane movement of substances."
"EC:3.6.3.55","EC:3.6.3.55",1,0,0.000224736555701871,9.16725674464272e-18,0.00833130490170342,"M2",-1.15096070490816,0,"Peripheral nodes","t__Hydrolases.","t__Acting on acid anhydrides.","t__Acting on acid anhydrides; catalyzing transmembrane movement of substances."
"EC:3.6.3.8","EC:3.6.3.8",11,1464,0.000296103114748493,1.25910135646849e-16,0.0691992028044821,"M14",1.15974456306759,0.628099173553719,"Connectors","t__Hydrolases.","t__Acting on acid anhydrides.","t__Acting on acid anhydrides; catalyzing transmembrane movement of substances."
"EC:3.6.3.9","EC:3.6.3.9",3,0,0.000181084996961238,6.0015343802377e-17,0.0006875919965271,"M24",0.207019667802706,0,"Peripheral nodes","t__Hydrolases.","t__Acting on acid anhydrides.","t__Acting on acid anhydrides; catalyzing transmembrane movement of substances."
"EC:3.6.4.13","EC:3.6.4.13",36,4024,0.000321632805569439,2.39202971688168e-16,0.154541579278384,"M1",-0.465189698984853,0.507716049382716,"Peripheral nodes","t__Hydrolases.","t__Acting on acid anhydrides.","t__Acting on ATP; involved in cellular and subcellular movement."
"EC:3.7.1.12","EC:3.7.1.12",11,1922,0.000236356027440172,1.22115088499873e-16,0.0327811377116228,"M2",-0.995386647805671,0.396694214876033,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.13","EC:3.7.1.13",2,0,0.294706425409162,3.81797322108613e-17,7.8806641704478e-05,"M56",0,0,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.14","EC:3.7.1.14",11,0,0.000185087047359693,1.43177645088022e-16,0.00377668814463623,"M5",0.656463964432872,0,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.17","EC:3.7.1.17",41,459,0.000288118809532715,1.33795947900305e-16,0.00879394045100887,"M1",0.220048239353831,0,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.19","EC:3.7.1.19",8,20,0.00022343343925577,1.12746579255012e-16,0.00314574227302408,"M1",-0.910594358904997,0,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.2","EC:3.7.1.2",13,2464,0.000295045122083412,1.26435856463746e-16,0.0801365231188473,"M2",-0.973161782505315,0.42603550295858,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.20","EC:3.7.1.20",45,2645,0.000278591517278891,3.61695922025186e-16,0.0246697696774483,"M2",-0.173066631692505,0,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.22","EC:3.7.1.22",74,305,0.000301830727227535,6.57151021121342e-17,0.0302656831108772,"M1",1.35069083761266,0,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.3","EC:3.7.1.3",93,3944,0.000341962347145062,2.4603734230783e-16,0.0769110738728115,"M1",1.52200032219733,0.255752110070528,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.7.1.5","EC:3.7.1.5",3,0,0.000207774817856198,4.82759568891266e-17,0.0100050935802859,"M4",-1.06637040231477,0,"Peripheral nodes","t__Hydrolases.","t__Acting on carbon-carbon bonds.","t__In ketonic substances."
"EC:3.8.1.2","EC:3.8.1.2",8,1210,0.000277324370036282,6.78179853797225e-17,0.0871908095308855,"M2",-1.01761151310603,0.21875,"Peripheral nodes","t__Hydrolases.","t__Acting on halide bonds.","t__In C-halide compounds."
"EC:3.8.1.3","EC:3.8.1.3",15,1595,0.00024191265860891,2.07988298184905e-16,0.0242539975518089,"M2",-0.906487186604248,0.337777777777778,"Peripheral nodes","t__Hydrolases.","t__Acting on halide bonds.","t__In C-halide compounds."
"EC:3.8.1.5","EC:3.8.1.5",1,0,0.000246734767826679,7.55723674289543e-18,0.037725120455635,"M2",-1.15096070490816,0,"Peripheral nodes","t__Hydrolases.","t__Acting on halide bonds.","t__In C-halide compounds."
"EC:4.1.1.11","EC:4.1.1.11",21,16324,0.000294040082738315,1.70333544674652e-16,0.122897137949758,"M2",-0.83981259070318,0.444444444444444,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.15","EC:4.1.1.15",17,276,0.000296386636142665,1.35635970759445e-16,0.02406390013443,"M2",-0.817587725402824,0.110726643598616,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.17","EC:4.1.1.17",58,754,0.000299236041605608,3.11226723603067e-16,0.0315821752804522,"M2",0.115856617212121,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.18","EC:4.1.1.18",31,1811,0.000287020981225711,8.20124474359435e-17,0.0239818301953085,"M1",-0.328142111317116,0.32258064516129,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.19","EC:4.1.1.19",169,3947,0.00034714424204696,0,0.0419826294340819,"M2",2.58281666555162,0,"Module hubs","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.20","EC:4.1.1.20",7,4,0.140366799964914,1.10073361554857e-16,0.18807497310905,"M19",0.577350269189626,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.22","EC:4.1.1.22",2,0,0.000164354008045761,3.54381162136728e-17,0.00123567439454195,"M1",-1.1161657404066,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.23","EC:4.1.1.23",1,0,0.421847812427567,1.68142740336469e-17,0.187991953515483,"M72",-0.577350269189626,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.25","EC:4.1.1.25",1,0,1.36425519359687,1.69444274725799e-17,7.15001895254459e-06,"M113",NA,NA,NA,"t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.28","EC:4.1.1.28",40,476,0.000289203982541898,2.06082560223653e-16,0.0246209254390856,"M2",-0.284190958194284,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.31","EC:4.1.1.31",6,382,0.000276401760914411,7.16951764043384e-17,0.0962714769418429,"M14",-0.854548625418222,0.666666666666667,"Connectors","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.32","EC:4.1.1.32",36,78,0.000282953430375183,0,0.0776310151283465,"M1",0.04873875476916,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.33","EC:4.1.1.33",7,0,0.000139563596095042,1.31590750532485e-16,0.0044667186171998,"M9",-0.193566950782367,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.35","EC:4.1.1.35",6,0,0.000222844515521482,6.04250363921074e-17,0.0241322074797824,"M2",-1.03983637840638,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.36","EC:4.1.1.36",4,0,0.00501492426680835,6.20373557079667e-17,0.187905903694865,"M11",-0.276874433018745,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.37","EC:4.1.1.37",89,5685,0.000351882275538719,1.68230661407063e-16,0.157755384477621,"M2",0.449229596717459,0.294912258553213,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.39","EC:4.1.1.39",15,2998,0.000226937868953338,1.67442080181718e-16,0.0182756962090517,"M2",-0.862037456003536,0.124444444444444,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.4","EC:4.1.1.4",33,2607,0.000272153398657312,3.68530292644848e-16,0.0112524760572693,"M2",-0.639788802999977,0.396694214876033,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.44","EC:4.1.1.44",13,460,0.000282880668064685,1.62973453238093e-16,0.103434921135676,"M2",-0.928712051904603,0.260355029585799,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.45","EC:4.1.1.45",1,0,0.000238954624595802,0,0.0159594777813566,"M1",-1.15042763732354,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.47","EC:4.1.1.47",46,591,0.000288283003736986,6.15093355769576e-17,0.0172844103536651,"M1",0.391357723938502,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.48","EC:4.1.1.48",25,314,0.0002130331517261,3.01960894205257e-16,0.177387635404848,"M4",0.793783411900578,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.49","EC:4.1.1.49",25,2149,0.000284507292093261,2.98609423997538e-16,0.0468965003013843,"M1",-0.567975389735655,0.4032,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.50","EC:4.1.1.50",45,2971,0.000293550010867121,3.69056013461746e-16,0.0278880687288361,"M1",0.117262548603028,0.262716049382716,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.55","EC:4.1.1.55",5,1940,0.000209064554195473,6.99326768297215e-17,0.00215756647684091,"M5",-0.701737341290311,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.64","EC:4.1.1.64",7,552,0.000206654773783652,1.03127146133922e-16,0.00410782713447824,"M1",-0.944856255821931,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.65","EC:4.1.1.65",32,1228,0.000305134564562008,1.55613361801534e-16,0.105232143236646,"M2",-0.484214745897487,0.060546875,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.68","EC:4.1.1.68",2,1338,0.00017097128266877,3.34230001497232e-17,0.00388958714360623,"M13",-0.92176480169854,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.69","EC:4.1.1.69",4,0,0.299434878184732,7.90070214181427e-17,0.000158500145627249,"M37",NA,NA,NA,"t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.7","EC:4.1.1.7",119,3374,0.000353377640872766,1.17761462984944e-16,0.0380528465392603,"M2",1.29377447813098,0.126403502577502,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.70","EC:4.1.1.70",2,0,0.0902957182396788,3.1259312489394e-17,9.30040917749882e-05,"M20",-2.27500049233915,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.71","EC:4.1.1.71",37,2569,0.000275141507262582,2.22511335751686e-16,0.00804723054000374,"M1",0.0830006516860941,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.73","EC:4.1.1.73",18,93.6666666666666,0.000293823168181397,1.13555696449768e-16,0.0367211375163512,"M1",-0.739284874320326,0.401234567901235,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.74","EC:4.1.1.74",1,0,0.000220387592345809,1.42930347093892e-17,0.00425200199585279,"M2",-1.15096070490816,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.75","EC:4.1.1.75",4,0,0.218896288259273,7.0912732741194e-17,6.49634465979996e-05,"M34",-1.29099444873581,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.77","EC:4.1.1.77",19,324,0.000265944783467646,1.020884111312e-16,0.00839246931105313,"M1",-0.533713492818721,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.8","EC:4.1.1.8",31,5582,0.00027041964594383,3.40141368532406e-16,0.00326624614195326,"M2",-0.795362860102468,0.49531737773153,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.81","EC:4.1.1.81",52,1588,0.000259260441808944,1.30115902182026e-16,0.0168013691878124,"M1",0.596929105440107,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.82","EC:4.1.1.82",3,2674,0.000155198706747161,5.5049636098412e-17,0.00157824267784024,"M24",0.207019667802706,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.85","EC:4.1.1.85",24,31,0.0277941312803735,3.06229378720966e-16,3.15629342769154e-05,"M7",0.947856027421921,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.86","EC:4.1.1.86",6,972,0.000237759509970966,8.12485093738899e-17,0.0128660285636015,"M1",-0.979118152738865,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.87","EC:4.1.1.87",5,366,0.000228445342204509,8.29365660593953e-17,0.00271708363079614,"M8",-0.480470022812576,0.32,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.9","EC:4.1.1.9",25,1493,0.000275604933643382,2.47088783941624e-16,0.0165027104150678,"M2",-0.639788802999977,0.0768,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.97","EC:4.1.1.97",80,3781,0.000310479277546947,2.17122697378491e-16,0.0311231690268423,"M1",1.55626221911426,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.1.98","EC:4.1.1.98",10,223,0.000265678626124237,5.99321731262664e-17,0.0537044036062955,"M2",-0.995386647805671,0.32,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Carboxy-lyases."
"EC:4.1.2.13","EC:4.1.2.13",4,3,0.000233864823692108,5.32949478129408e-17,0.182238278505293,"M2",-1.08428610900709,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.14","EC:4.1.2.14",22,869,0.000293579556330113,2.01285357769467e-16,0.104530432991785,"M1",-0.465189698984853,0.0867768595041323,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.17","EC:4.1.2.17",5,173,0.000260862682500685,6.88365694624605e-17,0.092734919343338,"M1",-1.08190384348967,0.48,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.19","EC:4.1.2.19",56,1767,0.000311735230867664,1.78745077745005e-17,0.00814640562144441,"M1",0.665452899273975,0.0688775510204082,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.21","EC:4.1.2.21",16,363,0.000275671086552325,1.50356153632563e-16,0.0191344537145738,"M2",-0.817587725402824,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.22","EC:4.1.2.22",2,0,0.00024719090019675,3.34489869750763e-17,0.0492725099843229,"M2",-1.12873583960781,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.25","EC:4.1.2.25",64,2322,0.000292602990224227,1.42996062196004e-16,0.150020628731208,"M2",0.182531213113189,0.08935546875,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.29","EC:4.1.2.29",98,10,0.00703611267610472,0.810880055908829,0.000458059174846059,"M3",0.318758763208725,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.34","EC:4.1.2.34",4,0,0.299358318939454,7.98065598851962e-17,0.000245122277264841,"M37",NA,NA,NA,"t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.40","EC:4.1.2.40",35,90,0.000308095705280228,3.99547820841776e-17,0.0148165026669496,"M1",-0.156832626732445,0.244897959183674,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.41","EC:4.1.2.41",1,0,1,2.169709494022e-17,0.000772199587857148,"M97",NA,NA,NA,"t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.43","EC:4.1.2.43",72,241,0.000273152907296619,3.89033404503834e-17,0.00890437401023266,"M1",1.28216704377879,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.44","EC:4.1.2.44",12,406,0.000244789614823891,1.34354526268258e-16,0.00561660458673761,"M5",-0.0226366884287196,0.444444444444444,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.5","EC:4.1.2.5",13,818,0.000302220745953885,1.08298488280797e-16,0.171511771515203,"M2",-0.928712051904603,0.260355029585799,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.50","EC:4.1.2.50",11,798,0.000284856339482162,1.06721325830106e-16,0.102862019833458,"M2",-0.973161782505315,0.297520661157025,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.52","EC:4.1.2.52",26,1276,0.000287832410820896,1.11978533999077e-16,0.0711131291167263,"M1",-0.36240400823405,0.142011834319527,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.53","EC:4.1.2.53",6,3,0.0184787257163171,8.85491631961158e-17,7.21050108988414e-06,"M7",-1.1848200342774,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.56","EC:4.1.2.56",1,0,1.17772649473413,1.92436546249639e-17,0.000609806908198649,"M132",NA,NA,NA,"t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.57","EC:4.1.2.57",71,109,0.000318093759298525,1.28275879322886e-16,0.0063997537667122,"M1",1.00807186844332,0.177742511406467,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.2.9","EC:4.1.2.9",2,0,0.00024719090019675,3.0360377175806e-17,0.0492725099843229,"M2",-1.12873583960781,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Aldehyde-lyases."
"EC:4.1.3.1","EC:4.1.3.1",45,1585,0.000304665200339818,1.34847389534099e-16,0.050704584828849,"M1",0.220048239353831,0.161975308641975,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.16","EC:4.1.3.16",83,2329,0.000303011591640416,8.41153307035317e-17,0.00965133064455445,"M2",0.649253384420661,0.0238060676440702,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.17","EC:4.1.3.17",12,108,0.000251088930976813,4.46534118851952e-17,0.0158927592733468,"M1",-0.77354677123726,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.24","EC:4.1.3.24",1,0,0.00017609565722024,2.24092348696642e-17,0.0399911580461706,"M70",-0.577350269189626,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.25","EC:4.1.3.25",2,1338,0.000228333459090171,3.55641918243106e-17,0.0428709820714411,"M70",1.15470053837925,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.27","EC:4.1.3.27",7,5,0.000175433888575222,1.18728065395113e-16,0.186741812726042,"M17",0.934198732993827,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.3","EC:4.1.3.3",19,1347,0.00028113107251604,2.10288326758829e-17,0.00232873784194353,"M2",-0.750913129501757,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.30","EC:4.1.3.30",73,3023,0.000331702194613943,2.52345992110595e-17,0.0283536081014979,"M2",-0.173066631692505,0.472884218427472,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.34","EC:4.1.3.34",57,3935,0.000310579944294619,2.66540454166816e-16,0.0878541264500501,"M1",0.596929105440107,0.160049245921822,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.36","EC:4.1.3.36",106,3512,0.000330579134969627,6.72922645628254e-17,0.102383654421348,"M2",1.16042528632885,0.018689925240299,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.38","EC:4.1.3.38",18,2527,0.000281581364913028,1.85119442649882e-16,0.0627053157786363,"M1",-0.567975389735655,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.39","EC:4.1.3.39",31,13502,0.000285827425970408,2.09105454920811e-16,0.0176981413075764,"M1",-0.122570729815511,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.4","EC:4.1.3.4",12,459,0.000268685380334351,1.47201828731181e-16,0.112204972884443,"M1",-0.876332461988063,0.375,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.40","EC:4.1.3.40",128,2825,0.000345596813913289,1.68230661407063e-17,0.0081996173031541,"M2",1.64937232293667,0.0155029296875,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.42","EC:4.1.3.42",21,1549,0.000293058936275106,1.84659436935097e-16,0.1043884879522,"M1",-0.499451595901787,0.090702947845805,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.43","EC:4.1.3.43",2,2,0.338285105660357,3.36821287976798e-17,0.000260479457753204,"M55",0.866025403784439,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.44","EC:4.1.3.44",37,0,0.00847243343060454,4.16325322800354e-16,4.52504851591359e-05,"M6",0.750856788892991,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.45","EC:4.1.3.45",80,2007,0.000336782280910764,9.25268637738849e-17,0.00240623534021306,"M2",0.560353923219238,0.04875,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.3.46","EC:4.1.3.46",11,3639,0.000282580481044651,1.2932732095668e-16,0.00480395681568059,"M2",-1.03983637840638,0.495867768595041,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Oxo-acid-lyases."
"EC:4.1.99.12","EC:4.1.99.12",29,0,0.000219680827571849,3.49242910174937e-16,0.17534877276591,"M4",1.13199319630337,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.14","EC:4.1.99.14",73,401,0.000269353409115837,2.41831575772654e-17,0.0117556654686232,"M1",1.31642894069572,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.16","EC:4.1.99.16",16,104,0.000209815002744453,2.6152595548631e-16,0.00592359424884207,"M1",-0.636499183569524,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.17","EC:4.1.99.17",61,20668,0.000325045060868823,3.95342054306599e-16,0.0919751619608648,"M2",0.115856617212121,0.0945982262832572,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.18","EC:4.1.99.18",1,0,0.000197892469186242,1.84005494659196e-17,0.187307072054345,"M1",-1.15042763732354,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.19","EC:4.1.99.19",8,37,0.000253625308809304,1.00412676027341e-16,0.00383927184850778,"M22",0.612372435695794,0.46875,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.2","EC:4.1.99.2",13,40,0.000127172422457244,2.166594626186e-16,0.00131867424026373,"M9",1.4568459979936,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.20","EC:4.1.99.20",1,0,1.17772649473413,1.92017856726435e-17,0.000529532745280865,"M132",NA,NA,NA,"t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.3","EC:4.1.99.3",4,1,0.000261624353703637,3.83776196334864e-17,0.134527371887468,"M2",-1.08428610900709,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.1.99.5","EC:4.1.99.5",11,4,0.0877340582880428,1.89872406274455e-16,0.000119827024776747,"M12",0.611938795299837,0,"Peripheral nodes","t__Lyases.","t__Carbon-carbon lyases.","t__Other carbon-carbon lyases."
"EC:4.2.1.1","EC:4.2.1.1",23,677,0.000258460345889712,2.61546106406294e-16,0.160741639669575,"M4",0.286468735296393,0.298676748582231,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.10","EC:4.2.1.10",3,0,0.00014783312255408,5.41407900994759e-17,0.18753730879091,"M17",-1.40129809949074,0,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.101","EC:4.2.1.101",1,0,1,2.15116096727625e-17,0.000772199587857148,"M97",NA,NA,NA,"t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
"EC:4.2.1.103","EC:4.2.1.103",21,2027,0.000252242744141624,2.2816283453333e-16,0.0127054953019971,"M2",-0.728688264201401,0.090702947845805,"Peripheral nodes","t__Lyases.","t__Carbon-oxygen lyases.","t__Hydro-lyases."
